t_meas_s,lat_deg,lon_deg,alt_m,pitch_rad,roll_rad,heading_rad,v_e_mps,v_n_mps,v_u_mps
166.65,42.9351712938741,-8.401285487474167,516.9275327923939,0.021984567675523047,0.10620369156482595,1.5910439685090036,46.162365122587566,-1.1199970386832176,-0.13086666142918038
166.7,42.935170789827275,-8.401257213231396,516.9209894593224,0.02197425502089377,0.10400217809279841,1.5922712617561139,46.150854253355945,-1.1693107511391587,-0.1420617766602543
166.75,42.93517026358716,-8.401228946039195,516.9138863704894,0.021957474290150613,0.10176569601801304,1.5935091089256002,46.138253987207236,-1.2188197145086153,-0.15347539551182254
166.8,42.93516971506588,-8.401200686564819,516.9062126007138,0.02192877351169598,0.09960474675478906,1.5945304818548278,46.12606480137004,-1.2585853424307616,-0.16441838322792662
166.85,42.935169148648356,-8.401172434556488,516.8979916815524,0.021889910012701325,0.09741702166111026,1.5961295940624947,46.111935641348104,-1.3247020473654072,-0.17617127975792093
166.9,42.935168552475474,-8.401144191202443,516.8891831175645,0.02184856629651907,0.09552239330307426,1.597299388925589,46.09902656477714,-1.3718272140062941,-0.1869626952176699
166.95,42.93516793509424,-8.401115955755392,516.8798349828036,0.021808671124428806,0.09344688263670302,1.5985599243367439,46.08400057258973,-1.422374397857085,-0.19905889914216549
167.0,42.93516729496459,-8.401087729511945,516.8698820378464,0.021769401911099353,0.0912633561253789,1.5995775176164306,46.067073146699045,-1.4612333121381,-0.2122087752581672
167.05,42.93516663734677,-8.401059513636726,516.8592715990835,0.021733229042103033,0.08919422417272783,1.60106965360875,46.04913016932716,-1.5223634073841823,-0.2250603320960864
167.1,42.935165952217766,-8.401031308751767,516.8480185824787,0.021701293724466386,0.08735885039630362,1.6020698692968498,46.03258188527956,-1.5617088116065383,-0.23686267203956138
167.15,42.93516524938164,-8.401003114002828,516.8361754488768,0.021666021441952732,0.08543078021384223,1.603090888145207,46.01533027697897,-1.6016743354190268,-0.24905928234232916
167.2,42.93516452855931,-8.400974929820698,516.8237224847597,0.021632330251172168,0.0835602027217393,1.6039918834641744,45.99785507341322,-1.6363387423582183,-0.26123500648438647
167.25,42.93516379213651,-8.400946756342332,516.8106607344355,0.021603927981328777,0.08184899971928045,1.6052441934125552,45.98029703913216,-1.6878786211916663,-0.2726211469069639
167.3,42.93516303251854,-8.40091859361847,516.7970296770901,0.021585484617803064,0.08019062643462245,1.6061940126641288,45.96248103454087,-1.7259098132900743,-0.28420961817960555
167.35,42.93516225578489,-8.400890441807126,516.7828191961811,0.021573917397411418,0.07839685842579004,1.6071992614391295,45.94277654132059,-1.7660542620562216,-0.29697243166419257
167.4,42.93516146098452,-8.400862302064994,516.7679705745979,0.021572039685578342,0.07677964444610186,1.6081114203521185,45.92424915236528,-1.8025418907893531,-0.3090087733415506
167.45,42.935160649763134,-8.400834173671107,516.7525201359308,0.021584434661578774,0.0751556780904881,1.6094708166436282,45.90463621837281,-1.8595415075142312,-0.3214966277722681
167.5,42.935159812889474,-8.400806057290366,516.7364453045421,0.02162307956380182,0.07331031511328946,1.6104685240317274,45.88281042379248,-1.8993222417924933,-0.33536536611950646
167.55,42.93515895811277,-8.40077795427814,516.7196770362361,0.021683027286522612,0.07149788854166861,1.6115368092375029,45.860469227673775,-1.9425170539151606,-0.34867033818485366
167.6,42.93515808389654,-8.400749864950122,516.7022435193269,0.021753056732795116,0.06989821309977139,1.61239842492445,45.8403944063396,-1.9769296981858013,-0.36013958361245046
167.65,42.93515719419314,-8.400721787918165,516.6842365401462,0.021830184721727198,0.06830559407061682,1.6136164752861504,45.81872199812413,-2.027987088550828,-0.3711082961637529
167.7,42.935156281511716,-8.400693724160796,516.6656811253381,0.021904615034425316,0.06665235236154682,1.614465257855878,45.79652497348714,-2.0621307739969397,-0.38203558259645826
167.75,42.93515535346416,-8.400665673999343,516.6465793462082,0.021970479248198425,0.06498288258571414,1.6153120804480068,45.77362940013687,-2.096272200059562,-0.39248810172487675
167.8,42.93515441005149,-8.400637637861667,516.626954941122,0.022020448498715164,0.06329666525892473,1.6160063974404046,45.75066084134365,-2.123421891646946,-0.40307594184598805
167.85,42.93515345442029,-8.400609615792474,516.6068011440296,0.022057105439159518,0.06174143878052596,1.6169918174224938,45.7282394321031,-2.164393594359394,-0.41313927621017793
167.9,42.935152480350055,-8.400581607456646,516.5861441802191,0.0220868526287235,0.060369211322807814,1.6177220224768432,45.70821757381336,-2.19430535887125,-0.42230415584423775
167.95,42.93515149281824,-8.400553611384469,516.5650289724268,0.022151328411294514,0.05888476853502818,1.618442649278867,45.685583125920786,-2.2234357791697987,-0.43265505603740567
168.0,42.935150492176476,-8.400525629176148,516.5433962196249,0.022225626080179372,0.057478539220573006,1.6190076508655071,45.664351700962015,-2.2455599461563303,-0.4427570541041938
168.05,42.93514948157788,-8.40049765997234,516.5212583669197,0.022332108060273193,0.05604627662328404,1.6198945028312988,45.641204028711876,-2.282309062738671,-0.45296126641290174
168.1,42.93514845444059,-8.400469704946742,516.4986103035991,0.022455975828262885,0.05470182927157593,1.6205418774055724,45.6192988398305,-2.3083424340970216,-0.462380767648443
168.15,42.93514741558717,-8.40044176333834,516.4754912652166,0.022608972867612768,0.05308270054128504,1.6212312721471074,45.59256818516097,-2.3354842589633114,-0.47350922964358255
168.2,42.93514636451875,-8.400413838102715,516.4518158037345,0.022778239712940296,0.05142155328277166,1.6217728333362862,45.56460914401903,-2.3556910527115167,-0.48466308113264656
168.25,42.93514530435641,-8.400385929992247,516.4275826496778,0.022941249622375277,0.04986690948417178,1.6224309075415233,45.537550389303235,-2.3814927844972305,-0.4946911413104314
168.3,42.93514423258217,-8.400358038455517,516.4028480926123,0.023104569100717565,0.0483317877241057,1.6232436892898523,45.50951257155729,-2.41434542827716,-0.5045353217930096
168.35,42.935143146022824,-8.400330164092201,516.3776213265227,0.02327648299671962,0.04673127755776806,1.6240468911372874,45.47963300160809,-2.4466343518943523,-0.5149269090317303
168.4,42.935142044932064,-8.40030230803037,516.3518749810711,0.023417876432058567,0.045379072512622236,1.6246495655114987,45.45422951744046,-2.4703259280893266,-0.5238949448286218
168.45,42.93514093317907,-8.400274467528442,516.3256802338296,0.02357894497750316,0.043914386320259645,1.625309440648528,45.426530168053944,-2.4965437209489614,-0.5335174915849292
168.5,42.93513980962694,-8.400246643992626,516.2990043592504,0.023733381535524973,0.04259793101848707,1.626043218788256,45.4007149657071,-2.52683102864516,-0.5420027566339891
168.55,42.93513867244421,-8.400218836268897,516.2719042214187,0.023904968047777076,0.04119600795321128,1.626707041132188,45.37363216253535,-2.5539791586053378,-0.5507747773904524
168.6,42.93513752304365,-8.400191045133655,516.2443654825491,0.024086458141189558,0.039794141966216875,1.6271804500851372,45.34699866447199,-2.5728707900875474,-0.5590540883491608
168.65,42.935136365141034,-8.400163270311706,516.2164127781317,0.02427772130991529,0.03835311798808415,1.6276713065176427,45.31980570414754,-2.5927313642674665,-0.5673293224578754
168.7,42.9351351983003,-8.40013551214572,516.1880463120089,0.024486208054112394,0.036820765111832784,1.628165895055286,45.2908745953054,-2.6128652192888704,-0.5752766571292657
168.75,42.93513402239846,-8.400107771700304,516.1592824791524,0.024677020173960403,0.03542596051134031,1.628530510861272,45.26491802225131,-2.6275203569590286,-0.5818068226079018
168.8,42.93513283990117,-8.40008004715357,516.1301921380219,0.024883101669985048,0.03389628449748026,1.6290910340070397,45.23568185018459,-2.6508575644860377,-0.5885866992184428
168.85,42.935131646901134,-8.400052340514263,516.100762803061,0.025087383878763768,0.03238960505412657,1.6294842938538388,45.20677952682386,-2.6666654510973378,-0.59483488414578
168.9,42.93513044678686,-8.400024651577901,516.0710210588537,0.025255839726652903,0.031168253356345963,1.62986405284422,45.18251501628162,-2.6822726122988088,-0.5992195968513329
168.95,42.935129239648674,-8.399996977503847,516.0410600790111,0.025416293635290434,0.029982751754435554,1.6301690536779105,45.1590598418853,-2.6944596948101496,-0.6033458336678577
