T Lat Lon Hsns Ve Vn SNS_GOOD Shassi
1274.1 42.86375966840119 -8.347375516484334 516.7086568350235 2.1125897800598734 -39.20046807576211 1 1
1274.15 42.86374202628352 -8.347374224025192 516.7198603652977 2.123131477812176 -39.19669063580074 1 1
1274.2 42.86372438586587 -8.347372925117126 516.7314059903672 2.136595734421332 -39.192354294876665 1 1
1274.25 42.86370674739976 -8.347371617972154 516.7433113886902 2.1490578428110534 -39.18765320700649 1 1
1274.3000000000002 42.86368911104936 -8.347370303203384 516.7555894069367 2.161262086977106 -39.18307415521921 1 1
1274.35 42.86367147675972 -8.347368980968575 516.7682106112183 2.178288464754833 -39.17825401339172 1 1
1274.4 42.863653844639366 -8.347367648317613 516.7811339518439 2.196411864416725 -39.173442210815125 1 1
1274.45 42.86363621468453 -8.347366304579351 516.794335292247 2.212167406903423 -39.16913181616424 1 1
1274.5 42.86361858666957 -8.347364951202428 516.8077594046919 2.2276890288662976 -39.16449376472362 1 1
1274.5500000000002 42.86360096074194 -8.347363588329957 516.8214059732517 2.246125851290851 -39.160159848800745 1 1
1274.6 42.863583336764776 -8.34736221417846 516.8351997559469 2.2637288061471934 -39.15543065159196 1 1
1274.65 42.86356571491596 -8.347360829258095 516.8491422149216 2.2717953815382423 -39.15159811684472 1 1
1274.7 42.86354809479195 -8.347359439403101 516.8631881901766 2.2896088745261918 -39.14698168485808 1 1
1274.75 42.86353047674555 -8.347358038650443 516.877312648658 2.3076982259826133 -39.14247588248369 1 1
1274.8000000000002 42.86351286072696 -8.347356626831363 516.8914968704427 2.318316636501131 -39.13843908387804 1 1
1274.85 42.86349524652511 -8.347355208516488 516.9057111851663 2.3389916449439894 -39.13355781978871 1 1
1274.9 42.86347763452006 -8.34735377755333 516.9199385444397 2.362464238707951 -39.12884440432985 1 1
1274.95 42.86346002463625 -8.347352332230372 516.9341572987855 2.383618257634652 -39.124389339810335 1 1
1275.0 42.86344241675742 -8.347350873966098 516.9483444654571 2.393940760287896 -39.12034209390888 1 1
1275.0500000000002 42.86342481070004 -8.34734940938708 516.9624738905503 2.411959082100092 -39.11592726801757 1 1
1275.1 42.86340720662954 -8.34734793378513 516.9765309716071 2.430137092500926 -39.11137757564353 1 1
1275.15 42.86338960460658 -8.34734644706256 516.9904933922959 2.443586715212672 -39.10739508583523 1 1
1275.2 42.86337200437594 -8.347344952112135 517.0043496097188 2.454259542136771 -39.10347720015044 1 1
1275.25 42.86335440590852 -8.34734345063266 517.0180708917287 2.46895078241049 -39.0995467374911 1 1
1275.3000000000002 42.86333680920998 -8.347341940165736 517.0316369349889 2.483784051617686 -39.09575635793186 1 1
1275.35 42.86331921421728 -8.347340420624475 517.0450554356818 2.49951230527241 -39.09194473554735 1 1
1275.4 42.86330162093998 -8.347338891461346 517.0583070122473 2.521486768352497 -39.08780307862207 1 1
1275.45 42.8632840295266 -8.347337348855019 517.0713584273061 2.5440634673921485 -39.08365369146638 1 1
1275.5 42.86326643998065 -8.347335792437065 517.0841861127589 2.562770997686722 -39.079605625345714 1 1
1275.5500000000002 42.86324885225648 -8.347334224574587 517.0967575407525 2.5816714660888964 -39.07586251371511 1 1
1275.6 42.863231266216886 -8.347332645149553 517.1090795150922 2.6030818456036044 -39.0719296412994 1 1
1275.65 42.86321368194726 -8.347331052626453 517.1211406007396 2.621705035842774 -39.06823949624994 1 1
1275.7 42.86319609933836 -8.347329448710441 517.1329246890691 2.6294961912973136 -39.06528639348809 1 1
1275.75 42.86317851805846 -8.347327840028392 517.1444221288436 2.6478093854666085 -39.06194006293009 1 1
1275.8000000000002 42.863160938284565 -8.347326220143096 517.1556544361647 2.666961995067361 -39.05878090590022 1 1
1275.85 42.863143359932415 -8.34732458854102 517.166608803552 2.67806287622862 -39.05614485088064 1 1
1275.9 42.8631257827666 -8.347322950148083 517.1772650511139 2.7007037356595456 -39.05260979638253 1 1
1275.95 42.86310820719171 -8.347321297904328 517.1875778795089 2.725419999497289 -39.04910774726368 1 1
1276.0 42.86309063319288 -8.347319630540067 517.1975511176503 2.74782278364998 -39.04574757165472 1 1
